0 0.0014656 0.41024 0.729 0.49159 0.80748 0.67219 0.4332 0.65113 0.63399 0.14205 0.76487 0.69172 0.90244 0.82213 0.90324 0.74706 0.33198 0.47372 0.51925 0.27432 0.40775 0.76558 0.28539 0.826 0.52836 0.25134 0.16837 0.94666 0.3339 0.71054 0.96856 0.80742 0.1752 0.99115 0.037454 0.90249 0.44044 0.84208 0.93458 0.40401 0.74866 0.78112 0.85914 0.38885 0.22516 0.34526 0.46511 0.21835 0.17864 0.30256 0.081148 0.54219 0.087341 0.58328 0.99865 0.054971 0.42231 0.41714 0.35793 0.78774 0.18085 0.63223 0.40717 0.027726 0.71629 0.24668 0.72122 0.67384 0.79197 0.479 0.65373 0.4103 0.24734 0.19202 0.61076 0.94171 0.10118 0.587 0.8272 0.7466 0.49898 0.1618 0.82812 0.81991 0.23357 0.30673 0.090953 0.059492 0.83921 0.33004 0.4015 0.98893 0.12585 0.86117 0.24953 0.65801 0.63456 0.31067 0.61984 0.10297
0.1 0.71396 1.8135 0.3311 1.3846 1.7586 1.0105 2.0209 2.128 1.3908 1.5728 1.6659 1.8466 1.6152 2.1104 2.3736 0.331 0.61524 2.1254 1.8349 2.4218 1.4015 0.22637 2.8294 2.4502 3.6688 2.1083 0.30435 2.8752 1.6041 0.7872 0.29843 1.3666 2.8241 1.813 0.37706 2.7934 1.9945 0.73549 0.056793 1.3149 1.7463 1.1094 2.1659 4.0938 1.4269 0.088459 1.9708 1.0425 0.08108 2.3202 1.9048 1.0376 2.7469 1.018 0.18731 0.32961 0.31593 3.2889 0.2979 0.49619 0.34034 1.0235 2.1072 1.7085 1.6338 1.4803 3.0043 2.9807 0.19609 1.1125 2.2267 0.58547 1.4613 0.76326 0.5204 1.2254 1.645 1.127 1.0521 0.28385 0.69048 1.7934 1.5786 0.19932 2.1212 1.845 2.7738 2.1201 0.046267 2.5142 0.73082 1.2084 0.047655 1.102 1.1233 0.54454 0.79924 0.96029 1.2513 1.265
0.2 3.0943 2.5785 2.2146 2.2125 1.5687 2.3466 2.847 2.8493 2.7076 4.047 2.2323 1.6448 3.7611 2.5127 2.1807 2.1346 3.6442 3.1022 4.3553 0.5488 3.0795 1.9673 2.9668 1.073 1.9915 3.116 2.2725 5.1056 1.365 1.0348 1.5535 3.366 3.4445 2.2267 1.1202 4.386 1.4178 0.70164 5.5918 5.5203 2.8703 3.7729 2.4207 2.9883 0.17934 1.3985 1.5696 1.5857 1.5203 0.20109 3.6204 2.762 2.2754 0.35376 0.044966 3.9657 2.9939 2.6151 0.70491 1.0465 1.1668 2.564 3.6268 3.2017 2.4338 2.0279 4.5997 1.7574 3.7517 3.6223 0.86258 2.0696 1.7194 1.7981 0.11115 1.2778 3.9774 2.9093 6.7377 0.42951 3.3433 3.8913 2.1886 1.9994 4.4802 1.4134 0.29359 2.5716 1.1975 1.7938 1.4593 3.2753 2.7689 0.18242 2.0089 2.5948 4.0401 2.6642 2.2903 1.448
0.3 2.4038 0.71484 5.5181 1.8313 4.1994 3.5101 2.9615 2.6259 2.4156 4.647 1.8788 4.4829 6.1207 4.5428 3.1664 5.7797 7.9645 5.652 4.7326 3.1246 1.8518 5.3249 4.9416 5.9363 2.4057 3.2974 2.915 3.3161 3.9154 6.4092 5.4873 2.032 2.8198 3.7148 1.3219 3.7288 3.8312 5.8827 5.7236 2.5581 3.9931 4.0397 3.3557 6.2792 3.6213 2.512 2.0977 2.7069 0.67626 4.6191 2.9397 2.7545 3.3532 4.1966 5.6853 2.584 4.8367 4.687 2.303 3.6883 2.6729 3.8071 1.5818 1.6445 2.8383 6.0947 5.1147 2.4115 1.2164 7.4092 3.8967 4.0568 4.2864 3.8505 1.9532 4.3646 1.6595 0.13232 4.2232 4.0279 4.3361 3.4066 4.6704 2.8787 3.3813 4.187 2.7388 2.5653 5.5781 4.7611 3.6163 5.7583 2.7656 3.7293 2.5683 2.2217 0.25212 2.4658 5.3252 2.7191
0.4 3.3602 3.3934 3.0363 4.5193 8.8155 4.58 3.9446 6.5173 7.4005 4.1155 2.0911 4.3243 5.0985 2.5966 1.552 7.9033 6.3999 1.88 5.7021 2.5771 3.7564 7.9905 5.4782 6.8795 6.746 4.2467 4.5942 3.1955 5.5058 1.359 3.6548 3.9912 5.9242 5.6177 4.0087 4.7906 4.7053 5.8584 3.1722 2.6872 1.1224 4.5156 2.7547 6.6341 5.9214 5.4259 3.4417 3.3122 5.4181 7.3923 3.9702 4.0672 4.7653 4.6278 4.9971 2.0753 4.6424 4.4962 5.4313 5.9368 5.6212 4.3314 5.1401 5.6447 4.2631 5.4418 3.5116 3.0753 6.4958 2.8634 4.4437 6.7657 4.3639 5.6516 2.4271 4.8564 3.8665 5.9538 3.0667 5.8668 4.9515 4.4241 1.2267 3.5864 6.3334 4.5272 1.0789 1.1008 1.6731 3.7881 1.198 2.8569 7.5579 4.5729 4.6909 3.7449 5.6365 4.1001 5.4226 4.8546
0.5 6.7695 3.9929 6.9751 7.0897 3.3726 3.6947 4.1695 7.929 4.6633 7.4118 8.3678 3.109 4.2035 6.6554 5.8651 3.7751 5.9753 6.7506 4.4221 5.5765 9.5555 5.192 4.7127 2.5342 3.4879 5.7718 4.4213 6.7188 5.657 6.2883 6.1391 4.5131 5.9792 3.8939 7.1865 5.8867 5.7555 5.4744 2.9526 5.2483 5.681 6.2936 8.6546 4.8727 7.1522 4.6168 5.4501 6.0325 6.0347 5.6028 2.1587 6.7886 5.0838 5.0954 5.9543 9.3221 2.29 5.7633 4.0325 5.7287 7.5832 6.7541 5.5951 7.8522 3.4875 6.5381 7.4833 7.5777 5.2769 8.1085 4.6957 4.7213 4.9889 3.1196 4.7487 5.9516 3.4063 7.1615 6.0197 3.4216 5.2811 4.3129 6.6718 4.7085 5.8136 5.2903 7.0247 4.8566 4.6039 3.1225 6.1655 6.6328 5.1605 3.046 4.2364 6.8082 6.5696 4.039 6.3386 5.9204
0.6 7.8846 5.6599 7.7822 5.9862 8.4315 9.4708 4.4345 7.0534 7.473 9.7023 7.1307 5.392 5.9177 3.1314 5.0298 4.5928 5.2786 8.1574 3.6645 3.6987 8.9807 6.7347 5.1199 5.1099 7.1482 4.705 5.0182 8.3527 8.8328 2.4204 7.884 6.3316 4.6089 7.9766 6.2143 6.0621 3.0314 10.245 6.4485 7.5172 5.1106 6.3715 7.0155 6.5274 8.2023 5.8375 6.8667 8.5029 5.1185 6.934 4.2258 5.8223 5.9366 8.883 4.75 5.0836 7.7414 8.1965 3.6779 6.8265 7.1967 7.0826 7.1865 4.2338 9.036 3.6371 6.2734 5.8035 5.7732 6.1617 10.56 8.7159 6.7868 7.9608 7.2366 8.5878 4.0396 7.7941 7.5133 5.6724 6.4137 6.9041 6.8264 6.0545 5.7724 4.176 5.4431 6.2146 4.456 6.8395 6.9147 7.7131 8.8905 2.4027 8.2207 5.6692 6.5394 7.5954 8.2534 5.4333
0.7 7.1443 5.4095 9.7002 7.411 9.2132 7.5418 6.2883 8.1209 10.502 3.5858 8.9426 7.1561 7.1036 8.6629 8.1138 4.3692 8.808 8.6568 7.6904 8.2481 8.1741 7.8221 6.0329 4.04 7.5438 8.82 7.6781 8.243 9.2987 6.7794 6.7916 7.2415 9.6134 8.8795 6.3404 6.3495 7.3306 7.6335 6.1614 7.5616 8.3167 8.8141 8.4196 9.7869 7.8463 5.4927 9.7532 6.6563 6.4454 5.3198 8.215 7.0983 9.9215 9.3347 7.7633 7.5475 5.464 6.055 7.3422 4.7757 7.915 6.4323 8.9075 8.9175 6.3447 10.799 6.4512 4.9551 8.5467 6.4123 7.2794 8.6266 6.912 5.6476 7.6447 8.5992 8.4733 9.2821 7.1658 6.6743 7.1019 8.3935 7.1451 8.2604 7.5958 8.4586 8.8147 6.6878 10.268 4.4707 10.703 6.5535 9.0379 8.3634 6.7404 7.9779 7.8579 6.6585 9.5327 7.6473
0.8 9.7404 9.1647 8.7286 8.5614 7.1494 9.8033 8.7505 8.6283 9.6728 10.9 7.3513 9.0987 9.4814 8.6931 10.753 7.9281 8.1947 9.1892 8.834 9.7386 7.3942 10.875 7.4902 6.6969 8.6221 8.7959 7.1712 9.4147 10.894 9.5277 7.0666 9.496 6.4641 8.1517 8.3217 8.8186 8.1189 9.9256 5.2744 7.3301 6.7527 8.4614 9.0319 10.994 5.8232 9.1959 8.4969 9.3524 8.6308 4.0878 9.5618 10.772 10.112 6.8123 7.3203 9.4669 6.4101 10.803 9.0412 10.265 8.9728 8.6464 8.0618 8.4443 8.4578 9.32 8.8545 7.1686 9.2819 5.3715 8.1565 7.8685 6.6233 8.814 8.5883 8.6102 6.3154 8.1965 10.248 7.3916 9.9319 8.6567 5.4118 8.1088 7.6837 8.412 6.5244 8.2487 8.1318 8.7915 8.7057 8.7253 8.3155 9.06 9.5004 8.9164 8.0141 8.4996 8.58 6.8282
0.9 9.882 10.098 10.048 7.1335 9.0906 9.923 9.1038 9.4768 10.574 9.3167 8.749 10.515 9.7634 10.603 10.058 9.5754 9.7859 9.343 10.939 10.373 8.12 9.0392 9.8619 9.667 10.845 8.5192 8.8254 8.5785 8.7583 9.7352 8.3397 9.7746 10.308 9.1448 7.1753 9.3956 8.2701 8.2954 8.1527 8.7021 8.7496 10.948 10.379 10.852 9.948 9.9323 9.3136 10.845 8.3362 8.8779 10.703 8.7026 8.8154 10.249 8.903 10.639 8.6807 9.4001 8.4213 9.2606 8.9984 9.3595 9.2059 9.7627 10.634 9.7868 9.5236 9.4181 10.2 9.3682 7.4374 9.6018 10.449 9.6308 9.3385 8.169 10.086 8.6575 10.711 9.2502 9.468 10.09 9.8058 8.9015 8.1202 7.742 9.0651 10.357 9.5628 10.663 9.7507 9.0154 9.269 8.844 10.281 8.4128 9.3935 7.1417 10.539 9.6244
